recipe_url,name,time,difficulty,ingredients
https://www.jamieoliver.com/recipes/vegetable-recipes/5-a-day-spiced-veg-stew/,5-a-day spiced veg stew,53 minutes                                                    ,"Not too tricky                                                    
","['1 sweet potato , (300g)', '1 aubergine , (250g)', '2 mixed-colour peppers', '2 onions', 'olive oil', '½ a bunch of fresh coriander , (15g)', '30 g sun-dried tomatoes', '2 tablespoons Thai curry paste , (choose your favourite)', '½ x 400 g tin of light coconut milk', '160 g mangetout', '2 teaspoons soy or fish sauce', '1 lime', '2 flatbreads , optional']"
https://www.jamieoliver.com/recipes/fruit-recipes/rhubarb-and-custard-tart/,Rhubarb & custard tart,2 hours 30 minutes plus chilling                                                    ,"Not too tricky                                                    
","['PASTRY & TOPPING', '500 g plain flour', '100 g icing sugar , plus 1 teaspoon', '250 g unsalted butter , (cold)', '3 large free-range eggs', '4 tablespoons whole milk', '1 teaspoon vanilla bean paste', 'vegetable oil , for greasing', '50 g flaked almonds', 'FILLING', '1 kg rhubarb', '500 g mixed eating apples', '160 g golden caster sugar', '500 ml whole milk', '3 level tablespoons custard powder', '2 teaspoons vanilla bean paste']"
https://www.jamieoliver.com/recipes/vegetable-recipes/super-silky-houmous/,Super-silky houmous,5 minutes                                                    ,"Not too tricky                                                    
","['1 x 700 g jar of chickpeas', '½ a clove of garlic', 'ground cumin', 'extra virgin olive oil', '2 tablespoons tahini', '1 lemon']"
https://www.jamieoliver.com/recipes/pasta-recipes/one-pan-veggie-lasagne/,One-pan veggie lasagne,45 minutes                                                    ,"Not too tricky                                                    
","['1 leek', '50 g unsalted butter', 'olive oil', '500 g asparagus', '50 g plain flour', '2 teaspoons English mustard', '800 ml semi-skimmed milk', '300 g fresh or frozen peas', '300 g fresh or frozen broad beans', '½ a bunch of fresh mint , (15g)', '80 g Parmesan cheese , plus extra to serve', '80 g mature Cheddar cheese', '250 g fresh lasagne sheets', '50 g blanched almonds', '1 lemon , optional', 'green pesto , optional']"
https://www.jamieoliver.com/recipes/pizza-recipes/wholemeal-crust-pizza-rossa/,Wholemeal-crust pizza rossa,45 minutes plus proving                                                    ,"Not too tricky                                                    
","['400 g strong white bread flour , plus extra for dusting', '100 g plain wholemeal flour', '1 x 7 g sachet of dried yeast', 'olive oil', '2 cloves of garlic', '1 fresh red chilli', '1 x 400 g tin of quality plum tomatoes', '1 bunch of fresh basil , (30g)', '300 g asparagus', '30 g Parmesan cheese', '200 g rocket', 'extra virgin olive oil', '1 lemon', 'balsamic vinegar']"
https://www.jamieoliver.com/recipes/pancake-recipes/gluten-free-one-cup-pancakes/,Gluten-free one-cup pancakes,15 minutes                                                    ,"Not too tricky                                                    
","['1 large free-range egg', '1 heaped cup of gluten-free self-raising flour , (250g)', '1 cup of milk , (300ml)', 'olive oil']"
https://www.jamieoliver.com/recipes/vegetable-recipes/spinach-feta-and-lemon-filo-pie/,"Spinach, feta & lemon filo pie",1 hour                                                    ,"Not too tricky                                                    
","['1 kg frozen spinach', '2 onions', '2 cloves of garlic', 'olive oil', '1 whole nutmeg , for grating', '1 lemon', '100 g feta cheese', '½ a bunch of fresh flat-leaf parsley , (15g)', '½ a bunch of fresh dill , (15g)', '200 g natural yoghurt', '4 large free-range eggs', '1 x 275 g pack filo pastry', '10 g Cheddar cheese']"
https://www.jamieoliver.com/recipes/mushroom-recipes/gnarly-oven-baked-mushrooms/,Gnarly oven-baked mushrooms,50 minutes                                                    ,"Super easy                                                    
","['8 portobello mushrooms', 'olive oil', '1 lemon', '300 g wholewheat couscous', '3 sprigs of fresh mint', '2 cloves of garlic', '3 sprigs of fresh rosemary', '2 tablespoons baby capers', '2 x 400 g tins of quality cherry tomatoes', '80 g halloumi cheese', '40 g unsalted pistachios']"
https://www.jamieoliver.com/recipes/cauliflower-recipes/whole-roasted-spiced-cauli/,Whole roasted spiced cauli,1 hour 15 minutes                                                    ,"Super easy                                                    
","['½ a bunch of fresh coriander , (15g)', '400 g chopped mixed onion, carrot and celery', 'olive oil', '1 small cauliflower , (600g)', '2 teaspoons smoked paprika', '2 heaped teaspoons madras curry paste', '2 x 400 g tin of green lentils', '2 x 400 g tin of blackeye beans', '3 tablespoons mango chutney , plus extra to serve']"
https://www.jamieoliver.com/recipes/rice-recipes/vivid-green-risotto/,Vivid green risotto,30 minutes                                                    ,"Not too tricky                                                    
","['180 g mixed seasonal greens , such as kale, cavolo nero, swiss chard, spinach, broccoli', '1.8 litres organic vegetable stock', '3 tablespoons extra virgin olive oil', '70 g Parmesan cheese , plus extra to serve', '2 sticks of celery', '1 onion', '2 small knobs of unsalted butter', '400 g risotto rice', '½ a bunch of fresh thyme or marjoram , (15g)', '125 ml white wine', '½ a lemon']"
https://www.jamieoliver.com/recipes/rice-recipes/katsu-style-tofu-rice-bowl/,Katsu-style tofu rice bowls,40 minutes plus marinating                                                    ,"Not too tricky                                                    
","['450 g firm tofu', '½ teaspoon ground turmeric', '2 tablespoons white miso', 'rice vinegar', 'mirin', '300 g short grain brown rice', '60 g breadcrumbs', '40 g sesame seeds', 'olive oil', '½ teaspoon curry powder', '2 tablespoons mango chutney', '½ a pineapple', '2 fresh red chillies', '4 spring onions', '400 g mixed crunchy veg , such as carrots, sugar snaps, cucumber, cabbage', '½ a bunch of fresh coriander , (15g)', 'hot chilli sauce , to serve']"
https://www.jamieoliver.com/recipes/vegetable-recipes/roasted-sweet-potato-burrito/,Roasted sweet potato burrito,50 minutes                                                    ,"Not too tricky                                                    
","['2 medium sweet potatoes , (600g)', 'olive oil', '2 cloves of garlic', '½ a teaspoon of sweet smoked paprika', '½ a teaspoon of ground cumin', '1 x 400 g tin of black beans', '150 g long grain rice', '200 g spinach', '6 spring onions', '100 g sliced pickled jalapeños', '½ a bunch of fresh coriander , (15g)', '4 wholemeal tortillas', '4 tablespoons diary-free yoghurt', '1-2 limes']"
https://www.jamieoliver.com/recipes/pasta-recipes/cheats-squash-pasta/,Cheat's squash pasta,1 hour 40 minutes                                                    ,"Super easy                                                    
","['1 butternut squash , (1.2kg)', '1 ciabatta roll , (85g)', '½ a bunch of fresh thyme or rosemary , (15g)', '1 clove of garlic', 'olive oil', '500 g fresh lasagne sheets', '50 g Parmesan cheese , plus extra to serve', 'extra virgin olive oil', 'chilli oil , optional']"
https://www.jamieoliver.com/recipes/bread-recipes/homemade-bagels/,Homemade bagels,50 minutes plus proving time                                                    ,"Not too tricky                                                    
","['750 g strong white bread flour', '1 x 7g sachet of instant yeast', '3 teaspoons soft brown sugar', '2 teaspoons fine sea salt', '1 teaspoon bicarbonate of soda', '1 large free-range egg', '2 tablespoons sesame, poppy, pumpkin or sunflower seeds , (optional)']"
https://www.jamieoliver.com/recipes/fruit-recipes/pina-colada-ice-lollies/,Piña colada ice lollies,10 minutes plus freezing time                                                    ,"Not too tricky                                                    
","['½ a ripe pineapple , (400g)', '1 x 160 g tin coconut cream', '1 teaspoon runny honey', '1 lime', '160 ml coconut rum']"
https://www.jamieoliver.com/recipes/new-potatoes-recipes/jersey-royal-taleggio-tart/,Jersey Royal & taleggio tart,1 hour                                                    ,"Not too tricky                                                    
","['1 onion', '2 knobs of unsalted butter', '200 g Jersey Royals', '1 x 320 g pack of ready-rolled puff pastry', '2 sprigs of rosemary', '100 g taleggio cheese']"
https://www.jamieoliver.com/recipes/vegetarian-recipes/speedy-quiche-traybake/,Speedy quiche traybake,40 minutes                                                    ,"Super easy                                                    
","['olive oil', '6 medium free-range eggs', '1 bunch of spring onions', '55 g mature Cheddar cheese', '1 large courgette', '300 g broccoli', '1 x 250 g pack of ready-rolled filo pastry']"
https://www.jamieoliver.com/recipes/pizza-recipes/pizza-twister-bread/,Pizza twister bread,1 hour 10 minutes plus proving                                                    ,"Not too tricky                                                    
","['500 g strong bread flour , plus extra for dusting', '1 x 7 g sachet of dried yeast', 'olive oil', 'extra virgin olive oil', 'balsamic vinegar', '½ a bunch of basil , (15g)', '150 g mixed-colour cherry tomatoes', '1 courgette', '8 to 10 black olives , (stone in)', '100 g red pesto', '1 x 125 g ball of mozzarella cheese']"
https://www.jamieoliver.com/recipes/sweets-and-desserts-recipes/scrumptious-sticky-toffee-pudding/,Scrumptious sticky toffee pudding,1 hour 15 minutes                                                    ,"Not too tricky                                                    
","['2 Earl Grey tea bags', '200 g fresh Medjool dates', '1 level teaspoon ground cinnamon', '1 level teaspoon ground ginger', '1 whole nutmeg , for grating', '250 g leftover cooked pumpkin or butternut squash', '170 g unsalted butter , plus extra for greasing (at room temperature)', '340 g self-raising flour , plus extra for dusting', '170 g golden caster sugar', '170 g dark muscovado sugar', '4 large free-range eggs', 'Maldon sea salt', 'CARAMEL SAUCE', '250 g unsalted butter', '125 g dark muscovado sugar', '125 g golden caster sugar', '50 ml dark rum', '300 ml double cream']"
https://www.jamieoliver.com/recipes/halloumi-recipes/halloumi-skewers/,Halloumi skewers,30 minutes                                                    ,"Not too tricky                                                    
","['2 small cloves of garlic', '1 lemon', '4 ripe peaches', 'extra virgin olive oil', '1 teaspoon dried oregano, ideally the flowering kind', '2 x 225 g blocks of halloumi', '300 g sourdough bread', '½ a bunch of fresh flat-leaf parsley (15g)', '2 tablespoons shelled unsalted pistachios', '1 tablespoon runny honey']"
https://www.jamieoliver.com/recipes/peppers-recipes/sticky-miso-peppers/,Sticky miso peppers,25 minutes                                                    ,"Not too tricky                                                    
","['1 x 220 g tin of pineapple rings in juice', '280 g extra firm tofu', '2 mixed-colour peppers', 'olive oil', '4 spring onions', '4 cloves of garlic', '90 g rice vermicelli noodles', '20 g wasabi peas', '2 heaped teaspoons red miso paste']"
https://www.jamieoliver.com/recipes/egg-recipes/sunshine-egg-salad/,Sunshine egg salad,15 minutes                                                    ,"Super easy                                                    
","['2 tablespoons dukkah', '1 x 250 g packet of mixed cooked grains', '½ x 460 g jar of roasted red peppers', '200 g baby spinach', '4 large free-range eggs', '½ a pomegranate', '2 heaped tablespoons natural yoghurt']"
https://www.jamieoliver.com/recipes/aubergine-recipes/roasted-aubergine-laksa/,Roasted aubergine laksa,50 minutes                                                    ,"Not too tricky                                                    
","['6 large aubergines , (400g each)', 'olive oil', 'red wine vinegar', '6 heaped teaspoons massaman curry paste', '60 g honey roasted cashew nuts', '6 spring onions', '6 cm piece of ginger', '1 x 400 g tin of light coconut milk', '1 litre organic veg or chicken stock', '450 g free-range egg noodles']"
https://www.jamieoliver.com/recipes/bread-recipes/buddy-s-super-quick-flatbreads/,Buddy's super-quick flatbreads,15 minutes                                                    ,"Super easy                                                    
","['100 g self-raising flour , plus extra for dusting', '4 tablespoons Greek yoghurt', 'unsalted butter , to serve']"
https://www.jamieoliver.com/recipes/broccoli-recipes/broccoli-cheese-pierogi/,Broccoli & cheese pierogi,50 minutes                                                    ,"Not too tricky                                                    
","['100 g self-raising flour , plus extra for dusting', '1 large free-range egg', '1 head of broccoli , (375g)', '25 g Cheddar cheese', '½ a bunch of chives , (10g)', '1 tablespoon soured cream', '2 cloves of garlic', 'olive oil', '1 x 400 g tin of quality cherry tomatoes']"
https://www.jamieoliver.com/recipes/bread-recipes/rye-bread-scones/,Rye bread scones,40 minutes                                                    ,"Not too tricky                                                    
","['olive oil', '500 g natural yoghurt', '250 g stoneground rye flour', '250 g self-raising flour , plus extra for dusting', '1 heaped teaspoon bicarbonate soda', '1 teaspoon runny honey', '2 large free-range eggs', '3 tablespoons organic jumbo oats']"
https://www.jamieoliver.com/recipes/pickle-recipes/easy-homemade-pickle/,Easy homemade pickle,20 minutes                                                    ,"Super easy                                                    
","['400 g crunchy veg , such as radishes, carrots, red onion, cauliflower, cucumber', '250 ml vinegar , such as white wine, red wine or cider', '1 tablespoon sea salt', '1 tablespoon caster sugar', 'fresh dill , optional', 'mustard seeds , optional']"
https://www.jamieoliver.com/recipes/flour-recipes/sourdough-crackers/,Sourdough crackers,30 minutes plus resting                                                    ,"Not too tricky                                                    
","['100 g rye or wholemeal flour', '1 teaspoon runny honey', '75 g mature sourdough starter', 'sesame, fennel or caraway seeds , optional']"
https://www.jamieoliver.com/recipes/cake-recipes/simnel-cake/,Simnel cake,2 hours plus cooling                                                    ,"Not too tricky                                                    
","['175 g butter', '175 g soft light brown sugar', '1 lemon', '1 orange', '175 g flour', '2 teaspoons baking powder', '50 g ground almonds', '½ teaspoon each ground cinnamon, ginger and nutmeg', '3 large free-range eggs', '1 tablespoon milk', '150 g raisins', '100 g currants or sultanas', '100 g glacé cherries, sour cherries or dried cranberries', '100 g mixed peel', '3 tablespoons apricot jam', 'icing sugar , for dusting', '350 g marzipan', 'cinnamon , for dusting (optional)']"
https://www.jamieoliver.com/recipes/soup-recipes/minestrone-soup/,Minestrone soup,30 minutes                                                    ,"Not too tricky                                                    
","['1 clove of garlic', '2 small onions', 'olive oil', '2 fresh bay leaves', '2 carrots', '2 sticks of celery', '2 large handfuls of seasonal greens, such as savoy cabbage, curly kale, chard', '1 vegetable stock cube', '1 x 400 g tin of plum tomatoes', '2 x 400 g tins of beans, such as cannellini, butter, or mixed', '100 g dried pasta', 'Parmesan cheese , Grana Padano or vegetarian alternative, to serve', 'extra virgin olive oil', 'crusty bread , to serve']"
https://www.jamieoliver.com/recipes/breakfast-recipes/buddys-one-cup-pancakes/,Buddy’s one-cup pancakes,15 minutes                                                    ,"Super easy                                                    
","['Pancakes', '1 cup of self-raising flour', '1 cup of semi-skimmed milk', '1 large free-range egg', 'unsalted butter or olive oil , for frying', 'Topping ideas', 'seasonal berries , such as raspberries, blueberries, strawberries, blackberries', 'banana , peeled and sliced', 'apple or pear , peeled and grated', 'runny honey or maple syrup', 'natural yoghurt']"
https://www.jamieoliver.com/recipes/bread-recipes/tear-n-share-bread/,Tear ’n’ share bread,2 hours 30 minutes plus cooling                                                    ,"Not too tricky                                                    
","['500 g strong white bread flour , plus extra for dusting', '1 x 7 g sachet of dried yeast', 'olive oil', '100 g black olives', '1 clove of garlic , optional', '6 sun-dried tomatoes', '1 bunch of fresh basil , (30g)', '100 g Parmesan cheese , or vegetarian alternative', '2 x 125 g balls of mozzarella']"
https://www.jamieoliver.com/recipes/pasta-recipes/scruffy-aubergine-lasagne/,Scruffy aubergine lasagne,1 hour 35 minutes                                                    ,"Not too tricky                                                    
","['3 x 400 g aubergines', '3 onions', '6 cloves of garlic', '1 bunch of fresh sage , (30g)', 'olive oil', '1 teaspoon dried chilli flakes', '1 lemon', '2 x 400 g tins of quality plum tomatoes', '80 g mature Cheddar cheese', '80 g Parmesan cheese', '300 g fresh lasagne sheets', '50 g blanched almonds']"
https://www.jamieoliver.com/recipes/egg-recipes/rogan-josh-scotch-eggs/,Rogan josh Scotch eggs,50 minutes plus chilling                                                    ,"Not too tricky                                                    
","['5 large free-range eggs', '2 x 250 g packets of mixed cooked grains, ideally with punchy flavour', '2 heaped teaspoons rogan josh curry paste', '1 bunch of fresh mint (30g)', '50 g plain flour', '1 naan bread', '2 litres vegetable oil, for frying', 'mango chutney']"
https://www.jamieoliver.com/recipes/vegetable-recipes/roasted-black-bean-burgers/,Roasted black bean burgers,40 minutes                                                    ,"Not too tricky                                                    
","['1½ red onions', '200 g mixed mushrooms', '100 g rye bread', 'ground coriander', '1 x 400 g tin of black beans', 'olive oil', '40 g mature Cheddar cheese', '4 soft rolls', '100 g ripe cherry tomatoes', '1 lime', 'chipotle Tabasco sauce', '1 ripe mango', '1 ripe avocado', '4 tablespoons natural yoghurt', '4 sprigs of fresh coriander']"
https://www.jamieoliver.com/recipes/vegetable-recipes/warm-grape-radicchio-salad/,Warm grape & radicchio salad,30 minutes                                                    ,"Not too tricky                                                    
","['200 g seedless red grapes', '1 radicchio or 2 red chicory', '2 cloves of garlic', '2 sprigs of fresh rosemary', '2 heaped tablespoons pine nuts', 'olive oil', '2 tablespoons balsamic vinegar', '1 tablespoon runny honey', '30 g rocket']"
https://www.jamieoliver.com/recipes/butternut-squash-recipes/brilliant-bhaji-burger/,Brilliant bhaji burger,40 minutes                                                    ,"Not too tricky                                                    
","['1 red onion', '2 cloves of garlic', '2 fresh green chillies', '1 big bunch of fresh coriander , (60g)', '75 g paneer cheese', '200 g butternut squash', '4 cm piece of ginger', '100 g plain flour', '1 lime', '2 teaspoons rogan josh curry paste', 'olive oil', '75 g natural yoghurt', '1 baby gem lettuce', '4 soft burger buns', '2 uncooked poppadoms', 'mango chutney']"
